PERMNO,COMNAM,TICKER,Notes
10266,WALTHAM SAVINGS BANK,WLBK,Original record
10266,WALTHAM CORP,WLBK,Company name updated on 1987-10-30
10266,STERLING BANCSHARES CORP,STLG,Company name and Ticker updated on 1991-05-31
10267,NIAGARA EXCHANGE CORP,NIEX,Original record
10268,AMERICAN CONSUMER INDS INC,ACA,Original record
10268,AMERICAN CONSUMER INDS INC,ACON,Ticker updated on 1972-12-29
10269,A I A INDUSTRIES INC,AIAI,Original record
10270,SAVECO INC,SVCO,Original record
10271,MASSBANK FOR SAVINGS,MASB,Original record
10271,MASSBANK CORP,MASB,Company name updated on 1986-12-31
10272,TEKELEC,TKLC,Original record
10273,LANDMARK BANK FOR SAVINGS MA,LDMK,Original record
10274,BETA PHASE INC,BETA,Original record
10275,SENETEK PLC,SNTKY,Original record
10275,SENETEK PLC,SNTK,Ticker updated on 2002-02-28
10276,AMERICAN CRYSTAL SUGAR CO,ACS,Original record
10277,A I D INC DE,AIDCA,Original record
10278,HENLEY GROUP INC,HENG,Original record
10278,WHEELABRATOR GROUP INC,WHGP,Company name and Ticker updated on 1989-01-31
10278,WHEELABRATOR TECHNOLOGIES INC NW,WTI,Company name and Ticker updated on 1989-08-31
10279,GENETICS INSTITUTE INC,GENI,Original record
10280,PROTOCOM DEVICES INC,PRCM,Original record
10281,AUTOINFO INC,AUTO,Original record
10282,BRENDLES INC,BRDL,Original record
10283,APPLIED OPTICS INC,APOP,Original record
10285,A I M TELEPHONES INC,AIMT,Original record
10285,A I M TELEPHONES INC,AIM,Ticker updated on 1989-10-31
10286,PROSPECT GROUP INC,PROS,Original record
10286,PROSPECT GROUP INC,PROSZ,Ticker updated on 1987-02-27
10287,A T I MEDICAL INC,ATIM,Original record
10287,A T I MEDICAL INC,ATI,Ticker updated on 1988-06-30
10288,BEAR AUTOMOTIVE SVC EQUIP CO,BEAR,Original record
10289,ANGIO MEDICAL CORP,ANME,Original record
10290,HARLEYSVILLE GROUP INC,HGIC,Original record
10291,FAMIGLIA INDUSTRIES INC,FAMI,Original record
10291,FAMIGLIA BRANDS INC,FAMI,Company name updated on 1988-02-29
10293,A I N LEASING CORP,AINS,Original record
10294,HAVERTY FURNITURE COS INC,HAVTA,Original record
10294,HAVERTY FURNITURE COS INC,HVT,Ticker updated on 1998-08-31
10295,MICRO MEMBRANES INC,MEMB,Original record
10296,GRENADA SUNBURST SYS CORP,GSSC,Original record
10297,LAKE SUNAPEE SVNG BANK FSB,LSSB,Original record
10297,NEW HAMPSHIRE THRIFT BNCSHRS INC,NHTB,Company name and Ticker updated on 1989-07-31
10297,LAKE SUNAPEE BANK GROUP,LSBG,Company name and Ticker updated on 2015-06-30
10298,AQUASCIENCES INTERNATIONAL INC,AQSI,Original record
10299,LINEAR TECHNOLOGY CORP,LLTC,Original record
10300,WORLDWIDE COMPUTER SVCS INC,WCSI,Original record
10301,TRANSFORM LOGIC CORP,TLOG,Original record
10302,CYPRESS SEMICONDUCTOR CORP,CYPR,Original record
10302,CYPRESS SEMICONDUCTOR CORP,CY,Ticker updated on 1988-10-31
10303,PRIME CAPITAL CORP,PRME,Original record
10303,PRIME CAPITAL CORP,PMCP,Ticker updated on 1996-06-28
10304,AMCORE FINANCIAL INC,AMFI,Original record
10306,A I T S INC,AITS,Original record
10307,MODULAR TECHNOLOGY INC,MTIK,Original record
10307,MILLER BUILDING SYSTEMS INC,MTIK,Company name updated on 1988-11-30
10307,MILLER BUILDING SYSTEMS INC,MBSI,Ticker updated on 1997-06-30
10308,TOMPKINS COUNTY TRUST CO NY,TCTC,Original record
10308,TOMPKINS COUNTY TRUSTCO INC,TCTC,Company name updated on 1996-01-31
10308,TOMPKINS COUNTY TRUSTCO INC,TMP,Ticker updated on 1997-02-28
10308,TOMPKINS TRUSTCO INC,TMP,Company name updated on 1999-05-28
10308,TOMPKINS FINANCIAL CORP,TMP,Company name updated on 2007-06-29
10309,SKANEATELES SAVINGS BANK NY,SKAN,Original record
10309,CENTER BANKS INC,CTBK,Company name and Ticker updated on 1990-04-30
10309,SKANEATELES BANCORP INC,SKAN,Company name and Ticker updated on 1997-04-30
10310,WORLDGROUP COMPANIES INC,TOUR,Original record
10311,ALLISONS PLACE INC,ALLS,Original record
10312,PREMIER TECHNOLOGY HOLDING INC,PTHI,Original record
10313,AMERICAN INTERNATIONAL CORP,AMC,Original record
10314,AM CABLE TV INDS INC,AMTV,Original record
10314,A M COMMUNICATIONS INC,AMTV,Company name updated on 1986-12-31
10314,A M COMMUNICATIONS INC,AMCI,Ticker updated on 1987-01-30
10315,NETWORK VIDEO INC,NVID,Original record
10316,CAMERA PLATFORMS INTL INC,CMPL,Original record
10317,TEL MAN INC,TMAN,Original record
10317,SOUTHERNNET INC,SOUT,Company name and Ticker updated on 1987-01-30
10318,BALCHEM CORP,BLCC,Original record
10318,BALCHEM CORP,BCP,Ticker updated on 1995-03-31
10318,BALCHEM CORP,BCPC,Ticker updated on 2006-12-29
10319,MID HUDSON SVGS BK FSB FISHKILL,MHBK,Original record
10319,FIRST INTER BANCORP INC,FIBI,Company name and Ticker updated on 1989-12-29
10320,AMERICAN BIONETICS INC,AMBI,Original record
10321,AMERICAN MOTORS CORP,AMO,Original record
10322,BROOKFIELD FED BANK FOR SVGS IL,BFBS,Original record
10322,BROOKFIELD BANCSHARES CORP,BFBS,Company name updated on 1988-08-31
10323,COMPUTER AIDED TIME SHARE INC,CADS,Original record
10324,GENZYME CORP,GENZ,Original record
10325,BAKER J INC,JBAK,Original record
10325,CASUAL MALE CORP MASS,CMAL,Company name and Ticker updated on 2001-02-28
10326,NYTEST ENVIRONMENTAL INC,NYTS,Original record
10327,UNITED SAVINGS BANK SALEM,USBA,Original record
10328,HANA BIOLOGICS INC,HANA,Original record
10328,SOMATIX THERAPY CORP,SOMA,Company name and Ticker updated on 1991-03-28
10329,STATESWEST AIRLINES INC,SWAL,Original record
10330,NEW STAR ENTERTAINMENT INC,MOVY,Original record
10331,TOWER FEDERAL SAVINGS BANK IN,TOWR,Original record
10332,NATURAL ORGANICS CORP,NAOR,Original record
10332,CLASSIC AUTO ACCESSORIES N AMER,CANA,Company name and Ticker updated on 1987-12-31
10332,F C R AUTOMOTIVE GROUP INC,CANA,Company name updated on 1988-08-31
10333,XOMA CORP,XOMA,Original record
10333,XOMA LTD,XOMA,Company name updated on 1999-01-29
10333,XOMA ROYALTY CORP,XOMA,Company name updated on 2024-07-31
10334,CAL STAR FINANCIAL SVCS INC,CSFS,Original record
10335,SUN STATE S & L ASSN PHOENIX AZ,SSSL,Original record
10336,COIN PHONES INC,OPER,Original record
10337,PALM SPRINGS SAVINGS BANK,PSSB,Original record
10338,APOLLO S & L CO CINCINNATTI OH,APOL,Original record
10339,AMITY BANK CT,AMTY,Original record
10339,AMITY BANCORP INC,AMTY,Company name updated on 1987-02-27
10339,C B C BANCORP INC,CBCB,Company name and Ticker updated on 1993-07-30
10340,FIRST GRANITE BANCORP INC IL,FGBI,Original record
10341,ABINGTON SAVINGS BANK MASS,ABBK,Original record
10341,ABINGTON BANCORP INC,ABBK,Company name updated on 1988-02-29
10341,ABINGTON SAVINGS BANK,ABBK,Company name updated on 1992-12-31
10341,ABINGTON BANCORP INC NEW,ABBK,Company name updated on 1997-01-31
10342,INAMED CORP,IMDC,Original record
10343,INFINITY BROADCASTING CORP,INFTA,Original record
10343,INFINITY BROADCASTING CORP,INF,Ticker updated on 1995-06-30
10344,LINCOLN FOODSERVICE PRODS INC,LINN,Original record
10345,CROWLEY FINANCIAL SVCS INC,CRLY,Original record
10346,312 FUTURES INC,FUTR,Original record
10346,JACK CARL 312 FUTURES INC,FUTR,Company name updated on 1986-08-29
10346,I F X CORP,FUTR,Company name updated on 1997-06-30
10347,APPLIED SPECTRUM TECHN INC,ASTI,Original record
10349,AMERICAN FID LIFE INS CO,AFID,Original record
10349,A M F I CORP,AMFI,Company name and Ticker updated on 1982-07-30
10350,MEDPHONE CORP,MPHO,Original record
10350,MEDPHONE CORP,MPO,Ticker updated on 1992-03-31
10351,PSICOR INC,PCOR,Original record
10352,MARIETTA CORP,MRTA,Original record
10353,ADAPTEC INC,ADPT,Original record
10353,A D P T CORP,ADPT,Company name updated on 2010-06-30
10353,STEEL EXCEL INC,SXCL,Company name and Ticker updated on 2015-07-31
10354,INTERNATIONAL CONSUMER BRDS INC,ICBI,Original record
10355,DAILY JOURNAL CO,DJCO,Original record
10355,DAILY JOURNAL CORP,DJCO,Company name updated on 1987-04-30
10357,A M I INDUSTRIES INC CO,AMIN,Original record
10358,AMERICAN RELIANCE GRP INC,ARIG,Original record
10358,AMERICAN RELIANCE GROUP INC,ARI,Company name and Ticker updated on 1990-10-31
10358,ARI HOLDINGS INC,ARI,Company name updated on 1993-07-30
10359,AUTOSPA AUTOMALLS INC,MALL,Original record
10360,AVONDALE INDUSTRIES INC,AVDL,Original record
10361,ANDOVER TOGS INC,ATOG,Original record
10362,NORTH AMERICAN VENTURES INC,NAVI,Original record
10362,BUTLER INTERNATIONAL INC NEW,BUTL,Company name and Ticker updated on 1992-06-30
10363,ADVANCED MAGNETICS INC,ADMG,Original record
10363,ADVANCED MAGNETICS INC,AVM,Ticker updated on 1991-11-29
10363,ADVANCED MAGNETICS INC,AMAG,Ticker updated on 2006-06-30
10363,A M A G PHARMACEUTICALS INC,AMAG,Company name updated on 2007-07-31
10364,AMERICAN SMLT & REFNG CO,AR,Original record
10364,ASARCO INC,AR,Company name updated on 1975-04-30
10365,A M I SYSTEMS INC,AMIS,Original record
10366,SUBURBAN BANKSHARES INC,SBKSA,Original record
10367,HOME SAVINGS & LOAN ASSN NC,HSLD,Original record
10368,TAUNTON SAVINGS BANK MA,TSBK,Original record
10369,WOBURN FIVE CENTS SAVINGS BANK,WOBS,Original record
10369,FIRST WOBURN BANCORP INC,WOBS,Company name updated on 1988-03-31
10370,SYBRA INC,SIBR,Original record
10371,CANDELA LASER CORP,CLZR,Original record
10371,CANDELA CORP,CLZR,Company name updated on 1995-12-29
10372,AMERICAN RADIATOR & STD SAN CORP,AST,Original record
10372,AMERICAN STANDARD INC,AST,Company name updated on 1967-06-30
10373,A M S REALSTAR INC,AMSS,Original record
10374,DIGITAL METCOM INC,DMET,Original record
10375,T C F BANKING & SAVINGS F A,TCFC,Original record
10375,T C F FINANCIAL CORP,TCFC,Company name updated on 1987-09-30
10375,T C F FINANCIAL CORP,TCB,Ticker updated on 1989-05-31
10375,T C F FINANCIAL CORP,TCF,Ticker updated on 2017-05-31
10376,NATIONAL SANITARY SUPPLY CO,NSSX,Original record
10377,CLIFF ENGLE LTD,CLIF,Original record
10378,OVABLOC INC,OVAB,Original record
10379,INTERNATIONAL GENETIC ENGR INC,IGEI,Original record
10381,A N E F C O INC,NFCO,Original record
10382,ASTEC INDUSTRIES INC,ASTE,Original record
10383,CYTOGEN CORP,CYTO,Original record
10384,RUDYS RESTAURANT GROUP INC,RUDY,Original record
10385,A T N INC,ATNN,Original record
10385,AMERICAN TELEMEDIA NETWORK INC,ATNN,Company name updated on 1987-07-31
10385,A T N N INC,ATNN,Company name updated on 1989-12-29
10386,NATIONAL REFERENCE PUBG INC,ZIPP,Original record
10386,N R P INC,ZIPP,Company name updated on 1988-07-29
10386,N R P INC,ATCT,Ticker updated on 1995-05-31
10386,A T C COMMUNICATIONS INC,ATCT,Company name updated on 1996-04-30
10386,A T C COMMUNICATIONS GROUP INC,ATCT,Company name updated on 1997-08-29
10386,AEGIS COMMUNICATIONS GROUP INC,AGIS,Company name and Ticker updated on 1998-07-31
10387,WESTRONIX INC,WSTX,Original record
10387,WESTRONIX INC,WESX,Ticker updated on 1990-01-31
10387,FLAGSHIP EXPRESS INC,FLAX,Company name and Ticker updated on 1990-07-31
10388,TRENWICK GROUP INC,TREN,Original record
10388,TRENWICK GROUP INC,TWK,Ticker updated on 1999-10-29
10388,TRENWICK GROUP LTD,TWK,Company name updated on 2000-09-29
10389,NEECO INC,NEEC,Original record
10390,GLOBAL HEALTH SYSTEMS INC,GHSI,Original record
10390,G H S INC,GHSI,Company name updated on 1988-11-30
10391,CENTURY FEDERAL S & L ASSN NM,CFSL,Original record
10392,PEOPLES WESTCHESTER SAVINGS BANK,PWSB,Original record
10393,NEWPORT NEWS SAVINGS S & L ASSN,NNSL,Original record
10393,NEWPORT NEWS SAVINGS BK VA,NNSL,Company name updated on 1987-02-27
10393,TIDEMARK BANCORP INC,TDMK,Company name and Ticker updated on 1993-01-29
10394,COSMETIC & FRAGRANCE CONC INC,COSF,Original record
10394,COSMETIC CENTER INC,COSC,Company name and Ticker updated on 1991-02-28
10394,COSMETIC CENTER INC,COSCB,Ticker updated on 1992-03-31
10395,NAVIGATORS GROUP INC,NAVG,Original record
10396,COMPUTER COMPONENTS CORP,CPRC,Original record
10397,WERNER ENTERPRISES INC,WERN,Original record
10398,INTERLEAF INC,LEAF,Original record
10400,A P F ELECTRONICS INC,APFE,Original record
10401,AMERICAN TELEPHONE & TELEG CO,T,Original record
10401,A T & T CORP,T,Company name updated on 1994-04-29
10402,ARLEN PROPERTY INVS SBI,ARLN,Original record
10402,A P I TRUST SBI,APIT,Company name and Ticker updated on 1975-09-30
10403,WORLDS OF WONDER INC,WOWI,Original record
10404,TRANSMEDIA NETWORK INC,TMNI,Original record
10404,TRANSMEDIA NETWORK INC,TMN,Ticker updated on 1995-06-30
10404,IDINE REWARDS NETWORK INC,IRN,Company name and Ticker updated on 2002-02-28
10404,REWARDS NETWORK INC,IRN,Company name updated on 2003-12-31
10404,REWARDS NETWORK INC,DINE,Ticker updated on 2008-05-30
10405,IVY MEDICAL INC,IVMI,Original record
10406,CHOICE DRUG SYSTEMS INC,DOSE,Original record
10406,CAPSTONE PHARMACY SERVICES INC,DOSE,Company name updated on 1995-10-31
10406,PHARMERICA INC,DOSE,Company name updated on 1997-12-31
10407,ALOETTE COSMETICS INC,ALET,Original record
10408,STUDENT AIDE CTRS OF AMERICA INC,HELP,Original record
10409,AMERICAN HEALTH COS INC,DIET,Original record
10410,JONES MEDICAL INDUSTRIES INC,JMED,Original record
10410,JONES PHARMA INC,JMED,Company name updated on 1998-05-29
10411,ROYCE LABORATORIES INC,RLAB,Original record
10412,GENICOM CORP,GECM,Original record
10413,ROYALPAR INDUSTRIES INC,ROYL,Original record
10414,ELDEC CORP,ELDC,Original record
10415,NUTMEG INDUSTRIES INC,NUTM,Original record
10415,NUTMEG INDUSTRIES INC,NTM,Ticker updated on 1991-08-30
10416,MICROBILT CORP,BILT,Original record
10417,ALLOY COMPUTER PRODUCTS INC,ALOY,Original record
10418,A S A INTERNATIONAL LTD,ASAA,Original record
10419,CREATIVE TECHNOLOGIES CORP,CRTV,Original record
10420,RADVA CORP,RDVA,Original record
10421,SKYWEST INC,SKYW,Original record
10422,AUTOMATED LANGUAGE PROC SYS INC,AILP,Original record
10422,ALPNET INC,AILP,Company name updated on 1990-01-31
10423,SOUND ADVICE INC,SUND,Original record
10424,CLEVITE INDUSTRIES INC,CLEV,Original record
10425,RYAN BECK & CO INC,RBCO,Original record
10426,BANK OF SAN FRANCISCO HLDG CO,BOSF,Original record
10426,BANK OF SAN FRANCISCO HLDG CO,BOF,Ticker updated on 1988-07-29
10426,SAN FRANCISCO CO,BOF,Company name updated on 1994-06-30
10426,SAN FRANCISCO CO,SFH,Ticker updated on 1994-07-29
10427,CAPFILM INC,FILM,Original record
10429,A S K COMPUTER SYSTEMS INC,ASKI,Original record
10429,ASK GROUP INC,ASKI,Company name updated on 1992-11-30
10430,COLLEGE PLANNING SYSTEMS INC,CPSI,Original record
10430,C P S CORP PLANNING SVCS INC,CPSI,Company name updated on 1987-07-31
10431,SOUTH CAROLINA FED SVGS BK COLUM,SCFB,Original record
10431,SOUTH CAROLINA FEDERAL CORP,SCFB,Company name updated on 1987-08-31
10432,ARITECH CORP,ARIT,Original record
10433,FERTILITY & GENETICS RESH INC,BABY,Original record
10434,L A GEAR INC,LAGR,Original record
10434,L A GEAR INC,LA,Ticker updated on 1989-02-28
10435,FIRST FEDERAL CAROLINAS FA,FFCA,Original record
10435,CAROLINA BANCORP INC NEW,FFCA,Company name updated on 1988-05-31
10436,AMERICAN ZINC LEAD & SMLT CO,ZA,Original record
10436,AMERICAN ZINC CO,ZA,Company name updated on 1966-12-30
10437,REPUBLIC AMERICAN CORP,RAWC,Original record
10438,HOME FEDERAL S & L ASSN SAN FRAN,HFSF,Original record
10438,HOME FEDERAL FINANCIAL CORP,HFSF,Company name updated on 1990-09-28
10439,CELLULAR INC,CELS,Original record
10439,COMMNET CELLULAR INC,CELS,Company name updated on 1994-03-31
10439,COMMNET CELLULAR INC,CELSD,Ticker updated on 1998-02-27
10440,WATERFORD GLASS GROUP PLC,WATFY,Original record
10441,XYVISION INC,XYVI,Original record
10442,K L L M TRANSPORT SVCS INC,KLLM,Original record
10443,FLORIDA ROCK & TANK LINES INC,FRKT,Original record
10443,F R P PROPERTIES INC,FRPP,Company name and Ticker updated on 1989-02-28
10443,PATRIOT TRANSPORTATION HLDG INC,PATR,Company name and Ticker updated on 2000-03-31
10443,F R P HOLDINGS INC,FRPH,Company name and Ticker updated on 2014-12-31
10445,A R I INDUSTRIES INC,ARII,Original record
10446,POLK AUDIO INC,POLK,Original record
10446,POLK AUDIO INC,PKA,Ticker updated on 1996-06-28
10447,PLYMOUTH FIVE CENTS SAVINGS BANK,THFI,Original record
10448,LEGUME INC,LGUM,Original record
10449,SOUTHINGTON SAVINGS BANK CT,SSBB,Original record
10449,BANCORP CONNECTICUT INC,BKCT,Company name and Ticker updated on 1994-11-30
10450,FIRST MEDICAL DEVICES CORP,FMDC,Original record
10451,F H P CORP,FHPC,Original record
10451,F H P INTERNATIONAL CORP,FHPC,Company name updated on 1987-01-30
10453,B F ENTERPRISES INC,BFEN,Original record
10454,GOLD EXPRESS CORP,GDEX,Original record
10455,ELECTRO FUNDS CORP,ACMS,Original record
10455,C M S ENHANCEMENTS INC,ACMS,Company name updated on 1987-01-30
10455,C M S ENHANCEMENTS INC,CME,Ticker updated on 1989-12-29
10455,AMERIQUEST TECHNOLOGIES INC,AQS,Company name and Ticker updated on 1994-03-31
10456,C E M CORP,CEMX,Original record
10457,B F S BANKORP INC,BFSI,Original record
10458,SOMERSET SVGS BK SOMERVILLE MA,SOSA,Original record
10458,SOMERSET BANKSHARES INC,SOSA,Company name updated on 1988-10-31
10458,SOMERSET SAVINGS BANK,SOSA,Company name updated on 1992-10-30
10459,GENMAR INDUSTRIES INC,GNMR,Original record
10460,AMETEK INC,AME,Original record
10461,DIME SAVINGS BK WALLINGFORD CT,DIBK,Original record
10461,DIME FINANCIAL CORP,DIBK,Company name updated on 1988-12-30
10462,CALGENE INC,CGNE,Original record
10463,RESEARCH FRONTIERS INC,REFR,Original record
10464,CONNECTICUT COMMUNITY BANK G,CCBK,Original record
10465,ACCEPTANCE INSURANCE HLDG INC,ACPT,Original record
10466,BROUGHER INSURANCE GROUP INC,BIGI,Original record
10467,WARREN FIVE CENTS SAVINGS BK MA,WFCS,Original record
10467,WARREN BANCORP INC,WRNB,Company name and Ticker updated on 1988-10-31
10468,AMERICAN CRUISE LINES INC,ACRL,Original record
10469,DYNATEM INC,DYTM,Original record
10470,MORGAN OLMSTEAD KENNEDY GARD CAP,MOKG,Original record
10471,QUEST BIOTECHNOLOGY INC,QBIO,Original record
10472,SHOE CITY CORP,SHOE,Original record
10473,TIPTON CENTERS INC,TIPT,Original record
10474,EMPIRE ORR INC,EORR,Original record
10475,RICHMOND HILL SVGS BK NY,RICH,Original record
10476,B M R FINANCIAL GROUP INC,BMRG,Original record
10477,NATIONAL VISION SERVICES INC,NVSI,Original record
10477,N B S NATIONAL BENEFIT SRVCS INC,NBSN,Company name and Ticker updated on 1989-12-29
10477,AVESIS INC,AVSS,Company name and Ticker updated on 1990-12-31
10478,OLYMPIC INTERNATIONAL BK & TR CO,OBAT,Original record
10478,U S A BANCORP INC,USAB,Company name and Ticker updated on 1988-05-31
10479,AMERICAN SUGAR REFNG CO,ASR,Original record
10479,AMERICAN SUGAR CO,ASR,Company name updated on 1963-04-30
10479,AMSTAR CORP,ASR,Company name updated on 1970-10-30
10480,A T V SYSTEMS INC,ATVS,Original record
10481,SUBURBAN BANCORP INC IL,SUBBA,Original record
10482,WASTE RECOVERY INC,WRII,Original record
10483,AMERICAN CAPACITY GROUP INC,ACGI,Original record
10484,WESTON ROY F INC NEW,WSTNA,Original record
10485,FIRST AMERICAN BANK FOR SVGS BOS,FAMB,Original record
10485,FIRST AMERICAN BANCORP INC,FAMB,Company name updated on 1987-12-31
10486,CENTRAL BANK FOR SAVINGS CT,CBCT,Original record
10486,CENVEST INC,CBCT,Company name updated on 1987-09-30
10487,AMSTED INDUSTRIES INC,AD,Original record
10488,AVM CORP,AVMC,Original record
10488,AMERICAN LOCKER GROUP,ALGI,Company name and Ticker updated on 1985-05-31
10489,ASBESTEC INDUSTRIES INC,ASBS,Original record
10490,GARTNER GROUP INC,GART,Original record
10491,FIRST AMERI CABLE CORP,FATV,Original record
10492,SUMMIT HOLDING CORP,SUHC,Original record
10493,NEOLENS INC,NEOL,Original record
10494,SANDWICH CO OPERATIVE BK MA,SWCB,Original record
10494,SANDWICH BANCORP INC,SWCB,Company name updated on 1997-10-31
10495,ANACONDA CO,A,Original record
10496,A W COMPUTER SYSTEMS INC,AWCSA,Original record
10497,INTEX SOFTWARE SYS INTL LTD,TEXT,Original record
10498,GREATBANC INC,GRBC,Original record
10499,NICHOLS HOMESHIELD INC,NHIC,Original record
10500,BANK MARYLAND CORP,BKMD,Original record
10501,AMERICAN WOODMARK CORP,AMWD,Original record
10502,ATLANTIS MINING & MFG CO INC,AMMI,Original record
10503,DOMINION FEDERAL S & L ASSOC VA,DFED,Original record
10503,TRUSTBANK SAVINGS F S B,TRBK,Company name and Ticker updated on 1989-07-31
10504,BONNEVILLE PACIFIC CORP,BPCO,Original record
10505,JIFFY LUBE INTERNATIONAL INC,JLUB,Original record
10506,STEVES HOMEMADE ICE CREAM INC,STVEA,Original record
10506,INTEGRATED BRANDS INC,IBIN,Company name and Ticker updated on 1995-08-31
10507,MEDICAL ACTION INDUSTRIES INC,MDCI,Original record
10509,AARON BROS CORP,AARN,Original record
10510,C B FINANCIAL CORP MICH,CBFC,Original record
10511,BOMBAY PALACE RESTS INC,CURY,Original record
10512,IGENE BIOTECHNOLOGY INC,IGNE,Original record
